Year,Tm,playerID
1984,Indians,3
1984,Mariners,1
1984,Mets,3
1984,Orioles,3
1984,Padres,2
1984,Phillies,6
1984,Pirates,1
1984,Rangers,3
1984,Red Sox,4
1984,Reds,2
1984,Royals,4
1984,Tigers,1
1984,Twins,2
1984,White Sox,2
1984,Yankees,4
1985,Angels,5
1985,Astros,5
1985,Athletics,6
1985,Blue Jays,3
1985,Braves,5
1985,Brewers,4
1985,Cardinals,5
1985,Cubs,7
1985,Dodgers,4
1985,Expos,4
1985,Giants,6
1985,Indians,3
1985,Mariners,5
1985,Mets,1
1985,Orioles,4
1985,Padres,6
1985,Phillies,4
1985,Pirates,4
1985,Rangers,6
1985,Red Sox,2
1985,Reds,4
1985,Royals,3
1985,Tigers,6
1985,Twins,2
1985,White Sox,7
1985,Yankees,3
1986,Angels,5
1986,Astros,8
1986,Athletics,5
1986,Blue Jays,9
1986,Braves,3
1986,Brewers,4
1986,Cardinals,6
1986,Cubs,5
1986,Dodgers,3
1986,Expos,4
1986,Giants,7
1986,Indians,7
1986,Mariners,5
1986,Mets,3
1986,Orioles,2
1986,Padres,2
1986,Phillies,4
1986,Pirates,8
1986,Rangers,8
1986,Red Sox,1
1986,Reds,7
1986,Royals,5
1986,Tigers,5
1986,Twins,5
1986,White Sox,3
1986,Yankees,10
1987,Angels,5
1987,Astros,6
1987,Athletics,4
1987,Blue Jays,6
1987,Braves,5
1987,Brewers,7
1987,Cardinals,5
1987,Cubs,7
1987,Dodgers,8
1987,Expos,10
1987,Giants,7
1987,Indians,6
1987,Mariners,4
1987,Mets,10
1987,Orioles,6
1987,Padres,3
1987,Phillies,8
1987,Pirates,4
1987,Rangers,11
1987,Red Sox,5
1987,Reds,7
1987,Royals,7
1987,Tigers,7
1987,Twins,6
1987,White Sox,8
1987,Yankees,3
1988,Angels,8
1988,Astros,5
1988,Athletics,7
1988,Blue Jays,5
1988,Braves,6
1988,Brewers,4
1988,Cardinals,5
1988,Cubs,2
1988,Dodgers,9
1988,Expos,8
1988,Giants,7
1988,Indians,5
1988,Mariners,7
1988,Mets,2
1988,Orioles,5
1988,Padres,6
1988,Phillies,6
1988,Pirates,6
1988,Rangers,5
1988,Red Sox,5
1988,Reds,4
1988,Royals,6
1988,Tigers,5
1988,Twins,5
1988,White Sox,4
1988,Yankees,10
1989,Angels,6
1989,Astros,6
1989,Athletics,5
1989,Blue Jays,5
1989,Boise (minors),0
1989,Braves,4
1989,Brewers,1
1989,Cardinals,4
1989,Cubs,2
1989,Dodgers,4
1989,Expos,5
1989,Giants,5
1989,Indians,9
1989,Mariners,2
1989,Mets,6
1989,Orioles,5
1989,Padres,3
1989,Phillies,2
1989,Pirates,4
1989,Rangers,4
1989,Red Sox,8
1989,Reds,5
1989,Royals,4
1989,Tigers,6
1989,Twins,7
1989,White Sox,4
1989,Yankees,5
1990,Angels,6
1990,Astros,4
1990,Athletics,9
1990,Blue Jays,10
1990,Braves,7
1990,Brewers,3
1990,Cardinals,7
1990,Cubs,2
1990,Dodgers,4
1990,ERI,0
1990,Expos,9
1990,Giants,6
1990,Indians,8
1990,Mariners,7
1990,Mets,8
1990,Miami Miracle,2
1990,Orioles,6
1990,Padres,6
1990,Phillies,4
1990,Pirates,7
1990,Rangers,7
1990,Red Sox,4
1990,Reds,5
1990,Royals,4
1990,Tigers,2
1990,Twins,9
1990,White Sox,8
1990,Yankees,11
1991,Angels,7
1991,Astros,2
1991,Athletics,9
1991,Blue Jays,9
1991,Braves,5
1991,Brewers,2
1991,Cardinals,11
1991,Cubs,4
1991,Dodgers,5
1991,Expos,5
1991,Giants,4
1991,Indians,6
1991,Mariners,7
1991,Mets,7
1991,Orioles,7
1991,Padres,6
1991,Phillies,4
1991,Pirates,3
1991,Rangers,5
1991,Red Sox,8
1991,Reds,4
1991,Royals,10
1991,Tigers,8
1991,Twins,6
1991,White Sox,9
1991,Yankees,2
1992,Angels,4
1992,Astros,6
1992,Athletics,6
1992,Blue Jays,5
1992,Braves,6
1992,Brewers,5
1992,Cardinals,8
1992,Cubs,5
1992,Dodgers,1
1992,Expos,7
1992,Giants,6
1992,Indians,6
1992,Mariners,9
1992,Marlins,2
1992,Mets,2
1992,Orioles,5
1992,Padres,1
1992,Phillies,4
1992,Pirates,12
1992,Rangers,5
1992,Red Sox,4
1992,Reds,7
1992,Rockies,10
1992,Royals,9
1992,Tigers,7
1992,Twins,4
1992,White Sox,4
1992,Yankees,5
1993,Angels,7
1993,Astros,2
1993,Athletics,8
1993,Blue Jays,5
1993,Braves,8
1993,Brewers,8
1993,Cardinals,5
1993,Cubs,7
1993,Dodgers,3
1993,Expos,5
1993,Giants,6
1993,Indians,4
1993,Mariners,4
1993,Marlins,6
1993,Mets,5
1993,Orioles,4
1993,Padres,6
1993,Phillies,5
1993,Pirates,4
1993,Rangers,6
1993,Red Sox,6
1993,Reds,5
1993,Rockies,6
1993,Royals,4
1993,Tigers,7
1993,Twins,7
1993,White Sox,5
1993,Yankees,3
1994,Angels,4
1994,Astros,7
1994,Athletics,4
1994,Blue Jays,8
1994,Braves,4
1994,Brewers,4
1994,Cardinals,7
1994,Cubs,4
1994,Dodgers,6
1994,Expos,7
1994,Giants,6
1994,Indians,7
1994,Mariners,4
1994,Marlins,4
1994,Mets,4
1994,Orioles,3
1994,Padres,4
1994,Phillies,8
1994,Pirates,1
1994,Rangers,6
1994,Red Sox,6
1994,Reds,4
1994,Rockies,2
1994,Royals,7
1994,Tigers,5
1994,Twins,6
1994,White Sox,4
1994,Yankees,3
1995,Angels,4
1995,Astros,7
1995,Athletics,7
1995,Blue Jays,3
1995,Braves,5
1995,Brewers,4
1995,Cardinals,6
1995,Cubs,5
1995,Dodgers,2
1995,Expos,5
1995,Giants,4
1995,Indians,6
1995,Mariners,6
1995,Marlins,7
1995,Mets,4
1995,Orioles,2
1995,Padres,5
1995,Phillies,5
1995,Pirates,4
1995,Rangers,8
1995,Red Sox,7
1995,Reds,8
1995,Rockies,5
1995,Royals,3
1995,Tigers,3
1995,Twins,4
1995,White Sox,3
1995,Yankees,6
1996,Angels,3
1996,Astros,5
1996,Athletics,5
1996,Blue Jays,7
1996,Braves,6
1996,Brewers,2
1996,Cardinals,3
1996,Cubs,6
1996,D'backs,6
1996,Dodgers,6
1996,Expos,7
1996,Giants,4
1996,Indians,7
1996,Mariners,6
1996,Marlins,3
1996,Mets,3
1996,Orioles,9
1996,Padres,1
1996,Phillies,2
1996,Pirates,4
1996,Rangers,7
1996,Rays,7
1996,Red Sox,6
1996,Reds,1
1996,Rockies,3
1996,Royals,10
1996,Tigers,5
1996,Twins,5
1996,White Sox,4
1996,Yankees,6
1997,Angels,6
1997,Astros,3
1997,Athletics,6
1997,Blue Jays,4
1997,Braves,3
1997,Brewers,4
1997,Cardinals,5
1997,Cubs,6
1997,D'backs,4
1997,Dodgers,1
1997,Expos,5
1997,Giants,3
1997,Indians,2
1997,Mariners,4
1997,Marlins,5
1997,Mets,5
1997,Orioles,8
1997,Padres,5
1997,Phillies,5
1997,Pirates,6
1997,Rangers,5
1997,Rays,6
1997,Red Sox,4
1997,Reds,5
1997,Rockies,4
1997,Royals,5
1997,Tigers,3
1997,Twins,4
1997,White Sox,5
1997,Yankees,6
1998,Angels,1
1998,Astros,6
1998,Athletics,6
1998,Blue Jays,4
1998,Braves,7
1998,Brewers,2
1998,Cardinals,7
1998,Cubs,4
1998,Devil Rays,4
1998,Diamondbacks,6
1998,Dodgers,3
1998,Expos,2
1998,Giants,7
1998,Indians,4
1998,Mariners,2
1998,Marlins,2
1998,Mets,7
1998,Orioles,2
1998,Padres,7
1998,Phillies,7
1998,Pirates,5
1998,Rangers,2
1998,Red Sox,5
1998,Reds,7
1998,Rockies,8
1998,Royals,7
1998,Tigers,5
1998,Twins,4
1998,White Sox,6
1998,Yankees,4
1999,Angels,6
1999,Astros,3
1999,Athletics,4
1999,Blue Jays,4
1999,Braves,4
1999,Brewers,4
1999,Cardinals,8
1999,Cubs,4
1999,Devil Rays,6
1999,Diamondbacks,5
1999,Dodgers,5
1999,Expos,5
1999,Giants,3
1999,Indians,3
1999,Mariners,6
1999,Marlins,5
1999,Mets,5
1999,Orioles,7
1999,Padres,4
1999,Phillies,3
1999,Pirates,3
1999,Rangers,8
1999,Red Sox,4
1999,Reds,4
1999,Rockies,4
1999,Royals,9
1999,Tigers,4
1999,Twins,6
1999,White Sox,8
1999,Yankees,3
2000,Angels,5
2000,Astros,5
2000,Athletics,5
2000,Blue Jays,4
2000,Braves,9
2000,Brewers,2
2000,Cardinals,5
2000,Cubs,10
2000,Devil Rays,5
2000,Diamondbacks,8
2000,Dodgers,5
2000,Expos,7
2000,Giants,7
2000,Indians,6
2000,Mariners,2
2000,Marlins,2
2000,Mets,4
2000,Orioles,1
2000,Padres,6
2000,Phillies,3
2000,Pirates,5
2000,Rangers,5
2000,Red Sox,6
2000,Reds,4
2000,Rockies,9
2000,Royals,6
2000,Tigers,2
2000,Twins,5
2000,White Sox,4
2000,Yankees,4
2001,Angels,9
2001,Astros,7
2001,Athletics,8
2001,Blue Jays,5
2001,Braves,6
2001,Brewers,6
2001,Cardinals,6
2001,Cubs,7
2001,Devil Rays,6
2001,Diamondbacks,6
2001,Dodgers,1
2001,Expos,4
2001,Giants,8
2001,Indians,2
2001,Mariners,3
2001,Marlins,2
2001,Mets,5
2001,Orioles,5
2001,Padres,3
2001,Phillies,3
2001,Pirates,8
2001,Rangers,2
2001,Red Sox,2
2001,Reds,0
2001,Rockies,2
2001,Royals,3
2001,Tigers,5
2001,Twins,4
2001,White Sox,4
2001,Yankees,7
2002,Angels,4
2002,Astros,2
2002,Athletics,9
2002,Blue Jays,7
2002,Braves,5
2002,Brewers,6
2002,Cardinals,4
2002,Cubs,6
2002,Devil Rays,6
2002,Diamondbacks,5
2002,Dodgers,6
2002,Expos,3
2002,Giants,8
2002,Indians,3
2002,Mariners,3
2002,Marlins,8
2002,Mets,2
2002,Orioles,5
2002,Padres,5
2002,Phillies,4
2002,Pirates,6
2002,Rangers,4
2002,Red Sox,3
2002,Reds,2
2002,Rockies,7
2002,Royals,5
2002,Tigers,6
2002,Twins,6
2002,White Sox,8
2002,Yankees,5
2003,Angels,5
2003,Astros,5
2003,Athletics,2
2003,Blue Jays,7
2003,Braves,8
2003,Brewers,6
2003,Cardinals,7
2003,Cubs,4
2003,Devil Rays,5
2003,Diamondbacks,4
2003,Dodgers,9
2003,Expos,7
2003,Giants,8
2003,Indians,5
2003,Mariners,3
2003,Marlins,3
2003,Mets,4
2003,Orioles,5
2003,Padres,6
2003,Phillies,3
2003,Pirates,6
2003,Rangers,5
2003,Red Sox,4
2003,Reds,3
2003,Rockies,3
2003,Royals,6
2003,Tigers,6
2003,Twins,2
2003,White Sox,2
2003,Yankees,4
2004,Angels,6
2004,Astros,6
2004,Athletics,11
2004,Blue Jays,6
2004,Braves,2
2004,Brewers,5
2004,Cardinals,4
2004,Cubs,6
2004,Devil Rays,7
2004,Diamondbacks,6
2004,Dodgers,5
2004,Expos,4
2004,Giants,5
2004,Indians,5
2004,Mariners,4
2004,Marlins,5
2004,Mets,3
2004,Orioles,3
2004,Padres,5
2004,Phillies,5
2004,Pirates,3
2004,Rangers,7
2004,Red Sox,4
2004,Reds,4
2004,Rockies,12
2004,Royals,5
2004,Tigers,4
2004,Twins,6
2004,White Sox,9
2004,Yankees,4
